sciName,mainCommonName,order,family,continentDistribution,biogeographicRealm,iucnStatus,distributionNotes
Gorilla_beringei,Eastern Gorilla,Primates,Hominidae,Africa,Afrotropic,CR,
Gorilla_gorilla,Western Gorilla,Primates,Hominidae,Africa,Afrotropic,CR,
Homo_sapiens,Human,Primates,Hominidae,NA,NA,NE,
Pan_paniscus,Bonobo,Primates,Hominidae,Africa,Afrotropic,EN,
Pan_troglodytes,Chimpanzee,Primates,Hominidae,Africa,Afrotropic,EN,
Pongo_abelii,Sumatran Orangutan,Primates,Hominidae,Asia,Indomalaya,CR,
Pongo_pygmaeus,Bornean Orangutan,Primates,Hominidae,Asia,Indomalaya,CR,
Pongo_tapanuliensis,Tapanuli Orangutan,Primates,Hominidae,Asia,Indomalaya,CR,
Hoolock_hoolock,Western Hoolock Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hoolock_leuconedys,Eastern Hoolock Gibbon,Primates,Hylobatidae,Asia,Indomalaya,VU,
Hoolock_tianxing,Skywalker Hoolock Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_abbotti,Western Gray Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_agilis,Agile Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_albibarbis,Bornean White-bearded Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_funereus,Eastern Gray Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_klossii,Kloss's Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_lar,Lar Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_moloch,Moloch Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_muelleri,Southern Gray Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Hylobates_pileatus,Pileated Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Nomascus_annamensis,Northern Yellow-cheeked Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Nomascus_concolor,Western Black Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,CR,
Nomascus_gabriellae,Southern Yellow-cheeked Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,EN,
Nomascus_hainanus,Hainan Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,CR,
Nomascus_leucogenys,Northern White-cheeked Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,CR,
Nomascus_nasutus,Eastern Black Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,CR,
Nomascus_siki,Southern White-cheeked Crested Gibbon,Primates,Hylobatidae,Asia,Indomalaya,CR,
Symphalangus_syndactylus,Siamang,Primates,Hylobatidae,Asia,Indomalaya,EN,
Aotus_azarae,Azara's Night Monkey,Primates,Aotidae,South America,Neotropic,LC,
Aotus_brumbacki,Brumback's Night Monkey,Primates,Aotidae,South America,Neotropic,VU,
Aotus_griseimembra,Gray-legged Night Monkey,Primates,Aotidae,South America,Neotropic,VU,
Aotus_jorgehernandezi,Hernández-Camacho's Night Monkey,Primates,Aotidae,South America,Neotropic,DD,
Aotus_lemurinus,Lemurine Night Monkey,Primates,Aotidae,South America,Neotropic,VU,
Aotus_miconax,Andean Night Monkey,Primates,Aotidae,South America,Neotropic,EN,
Aotus_nancymai,Ma's Night Monkey,Primates,Aotidae,South America,Neotropic,VU (as Aotus nancymaae),
Aotus_nigriceps,Black-headed Night Monkey,Primates,Aotidae,South America,Neotropic,LC,
Aotus_trivirgatus,Humboldt's Night Monkey,Primates,Aotidae,South America,Neotropic,LC,
Aotus_vociferans,Spix's Night Monkey,Primates,Aotidae,South America,Neotropic,LC,
Aotus_zonalis,Panamanian Night Monkey,Primates,Aotidae,North America|South America,Neotropic,NT,
Alouatta_arctoidea,Ursine Red Howler,Primates,Atelidae,South America,Neotropic,LC,
Alouatta_belzebul,Eastern Red-handed Howler,Primates,Atelidae,South America,Neotropic,VU,
Alouatta_caraya,Black-and-gold Howler,Primates,Atelidae,South America,Neotropic,NT,
Alouatta_discolor,Spix's Red-handed Howler,Primates,Atelidae,South America,Neotropic,VU,
Alouatta_guariba,Brown Howler,Primates,Atelidae,South America,Neotropic,VU,
Alouatta_macconnelli,Guianan Red Howler,Primates,Atelidae,South America,Neotropic,LC,
Alouatta_nigerrima,Amazon Black Howler,Primates,Atelidae,South America,Neotropic,LC,
Alouatta_palliata,Mantled Howler,Primates,Atelidae,North America|South America,Neotropic,VU,
Alouatta_pigra,Central American Black Howler,Primates,Atelidae,North America,Neotropic,EN,
Alouatta_sara,Bolivian Red Howler,Primates,Atelidae,South America,Neotropic,NT,
Alouatta_seniculus,Colombian Red Howler,Primates,Atelidae,South America,Neotropic,LC,
Alouatta_ululata,Maranhão Red-handed Howler,Primates,Atelidae,South America,Neotropic,EN,
Ateles_belzebuth,White-bellied Spider Monkey,Primates,Atelidae,South America,Neotropic,EN,
Ateles_chamek,Black Spider Monkey,Primates,Atelidae,South America,Neotropic,EN,
Ateles_fusciceps,Brown-headed Spider Monkey,Primates,Atelidae,North America|South America,Neotropic,EN,
Ateles_geoffroyi,Central American Spider Monkey,Primates,Atelidae,North America,Neotropic,EN,
Ateles_hybridus,Variegated Spider Monkey,Primates,Atelidae,South America,Neotropic,CR,
Ateles_marginatus,White-whiskered Spider Monkey,Primates,Atelidae,South America,Neotropic,EN,
Ateles_paniscus,Red-faced Black Spider Monkey,Primates,Atelidae,South America,Neotropic,VU,
Brachyteles_arachnoides,Southern Muriqui,Primates,Atelidae,South America,Neotropic,CR,
Brachyteles_hypoxanthus,Northern Muriqui,Primates,Atelidae,South America,Neotropic,CR,
Lagothrix_flavicauda,Yellow-tailed Woolly Monkey,Primates,Atelidae,South America,Neotropic,CR,
Lagothrix_lagothricha,Common Woolly Monkey,Primates,Atelidae,South America,Neotropic,VU,
Callimico_goeldii,Goeldi's Monkey,Primates,Callitrichidae,South America,Neotropic,VU,
Callithrix_aurita,Buffy-tufted-ear Marmoset,Primates,Callitrichidae,South America,Neotropic,EN,
Callithrix_flaviceps,Buffy-headed Marmoset,Primates,Callitrichidae,South America,Neotropic,CR,
Callithrix_geoffroyi,Geoffroy's Tufted-ear Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Callithrix_jacchus,Common Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Callithrix_kuhlii,Wied's Marmoset,Primates,Callitrichidae,South America,Neotropic,VU,
Callithrix_penicillata,Black-tufted-ear Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Cebuella_niveiventris,Southern Pygmy Marmoset,Primates,Callitrichidae,South America,Neotropic,VU,
Cebuella_pygmaea,Northern Pygmy Marmoset,Primates,Callitrichidae,South America,Neotropic,VU,
Leontopithecus_caissara,Black-faced Lion Tamarin,Primates,Callitrichidae,South America,Neotropic,EN,
Leontopithecus_chrysomelas,Golden-headed Lion Tamarin,Primates,Callitrichidae,South America,Neotropic,EN,
Leontopithecus_chrysopygus,Black Lion Tamarin,Primates,Callitrichidae,South America,Neotropic,EN,
Leontopithecus_rosalia,Golden Lion Tamarin,Primates,Callitrichidae,South America,Neotropic,EN,
Mico_acariensis,Rio Acarí Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_argentatus,Silvery Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_chrysoleucos,Golden-white Tassel-ear Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_emiliae,Snethlage's Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_humeralifer,Santarém Marmoset,Primates,Callitrichidae,South America,Neotropic,NT,
Mico_humilis,Black-crowned Dwarf Marmoset,Primates,Callitrichidae,South America,Neotropic,LC (as Callibella humilis),
Mico_intermedius,Rio Aripuanã Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_leucippe,Golden-white Bare-ear Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_marcai,Marca's Marmoset,Primates,Callitrichidae,South America,Neotropic,VU,
Mico_mauesi,Maués Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_melanurus,Black-tailed Marmoset,Primates,Callitrichidae,South America,Neotropic,NT,
Mico_munduruku,Munduruku Marmoset,Primates,Callitrichidae,South America,Neotropic,VU,
Mico_nigriceps,Black-headed Marmoset,Primates,Callitrichidae,South America,Neotropic,NT,
Mico_rondoni,Rondon's Marmoset,Primates,Callitrichidae,South America,Neotropic,VU,
Mico_saterei,Sateré Marmoset,Primates,Callitrichidae,South America,Neotropic,LC,
Mico_schneideri,Schneider's Marmoset,Primates,Callitrichidae,South America,Neotropic,EN,
Saguinus_bicolor,Pied Bare-faced Tamarin,Primates,Callitrichidae,South America,Neotropic,CR,
Saguinus_cruzlimai,Cruz Lima's Saddle-back Tamarin,Primates,Callitrichidae,South America,Neotropic,LC (as Leontocebus cruzlimai),
Saguinus_fuscicollis,Spix's Saddle-back Tamarin,Primates,Callitrichidae,South America,Neotropic,LC (as Leontocebus fuscicollis),
Saguinus_fuscus,Lesson's Saddle-back Tamarin,Primates,Callitrichidae,South America,Neotropic,LC (as Leontocebus fuscus),
Saguinus_geoffroyi,Geoffroy's Tamarin,Primates,Callitrichidae,North America|South America,Neotropic,NT (as Oedipomidas geoffroyi),
Saguinus_illigeri,Illiger's Saddle-back Tamarin,Primates,Callitrichidae,South America,Neotropic,NT (as Leontocebus illigeri),
Saguinus_imperator,Black-chinned Emperor Tamarin,Primates,Callitrichidae,South America,Neotropic,LC (as Tamarinus imperator),
Saguinus_inustus,Mottled-face Tamarin,Primates,Callitrichidae,South America,Neotropic,LC (as Tamarinus inustus),
